year,month,state,district,fps_id,fps_name,total_etransaction,aadhaar_authenticated,other_mode_authenticated,non_authenticated,aadhaar_authenticated_pct,other_mode_authenticated_pct,non_authenticated_pct,is_zero_transaction,has_missing_tables,source_file,rc_priority_household(phh)_regular,rc_priority_household(phh)_intra_state,rc_priority_household(phh)_inter_state,rc_priority_household(phh)_total,rc_antyodaya_anna_yojana_(aay)_regular,rc_antyodaya_anna_yojana_(aay)_intra_state,rc_antyodaya_anna_yojana_(aay)_inter_state,rc_antyodaya_anna_yojana_(aay)_total,qty_priority_household_(phh)_regular,qty_priority_household_(phh)_intra_state,qty_priority_household_(phh)_inter_state,qty_priority_household_(phh)_total,qty_antyodaya_anna_yojana_(aay)_regular,qty_antyodaya_anna_yojana_(aay)_intra_state,qty_antyodaya_anna_yojana_(aay)_inter_state,qty_antyodaya_anna_yojana_(aay)_total
2026,Mar,GOA,north_goa,158500300018,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300018_158500300018___manohar_daji_naik_21_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300018,MANOHAR DAJI NAIK-21 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300018_manohar_daji_naik_21_fps.json,165.0,0.0,0.0,165.0,171.0,0.0,0.0,171.0,165.0,0.0,0.0,165.0,171.0,0.0,0.0,171.0
2026,Mar,GOA,north_goa,158500300019,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300019_158500300019___vishnu_g_mahale_22_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300019,VISHNU G MAHALE-22 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300019_vishnu_g_mahale_22_fps.json,129.0,2.0,0.0,131.0,34.0,0.0,0.0,34.0,129.0,2.0,0.0,131.0,34.0,0.0,0.0,34.0
2026,Mar,GOA,north_goa,158500300020,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300020_158500300020___atmaram_r__parab_23_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300020,Atmaram R. Parab-23 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300020_atmaram_r__parab_23_fps.json,126.0,0.0,0.0,126.0,55.0,0.0,0.0,55.0,126.0,0.0,0.0,126.0,55.0,0.0,0.0,55.0
2026,Mar,GOA,north_goa,158500300026,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300026_158500300026___arun_s_sawant_32_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300026,ARUN S SAWANT-32 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300026_arun_s_sawant_32_fps.json,222.0,0.0,0.0,222.0,78.0,0.0,0.0,78.0,222.0,0.0,0.0,222.0,78.0,0.0,0.0,78.0
2026,Mar,GOA,north_goa,158500300027,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300027_158500300027___gadekar_stores_33_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300027,GADEKAR STORES-33 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300027_gadekar_stores_33_fps.json,173.0,0.0,0.0,173.0,38.0,0.0,0.0,38.0,173.0,0.0,0.0,173.0,38.0,0.0,0.0,38.0
2026,Mar,GOA,north_goa,158500300028,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300028_158500300028___s_b_sawant_36_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300028,S.B.SAWANT-36 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300028_s_b_sawant_36_fps.json,114.0,0.0,0.0,114.0,102.0,0.0,0.0,102.0,114.0,0.0,0.0,114.0,102.0,0.0,0.0,102.0
2026,Mar,GOA,north_goa,158500300029,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300029_158500300029___g_v_subhaji_37_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300029,G.V.SUBHAJI-37 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300029_g_v_subhaji_37_fps.json,334.0,1.0,2.0,337.0,58.0,0.0,0.0,58.0,334.0,1.0,2.0,337.0,58.0,0.0,0.0,58.0
2026,Mar,GOA,north_goa,158500300030,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300030_158500300030___pedne_taluka_farmers_service_coop_sty_ltd__38_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300030,PEDNE TALUKA FARMERS SERVICE COOP STY LTD.-38 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300030_pedne_taluka_farmers_service_coop_sty_ltd__38_fps.json,130.0,6.0,0.0,136.0,40.0,0.0,0.0,40.0,130.0,6.0,0.0,136.0,40.0,0.0,0.0,40.0
2026,Mar,GOA,north_goa,158500300031,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300031_158500300031___smt_sunita_shriram_bugde_40_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300031,SMT SUNITA SHRIRAM BUGDE-40 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300031_smt_sunita_shriram_bugde_40_fps.json,194.0,3.0,0.0,197.0,69.0,0.0,0.0,69.0,194.0,3.0,0.0,197.0,69.0,0.0,0.0,69.0
2026,Mar,GOA,north_goa,158500300033,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300033_158500300033___ankush_shyam_sawant_42_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300033,ANKUSH SHYAM SAWANT-42 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300033_ankush_shyam_sawant_42_fps.json,116.0,0.0,0.0,116.0,54.0,0.0,0.0,54.0,116.0,0.0,0.0,116.0,54.0,0.0,0.0,54.0
2026,Mar,GOA,north_goa,158500300034,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300034_158500300034___gurunath_vasudev_talavanekar_45_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300034,GURUNATH VASUDEV TALAVANEKAR-45 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300034_gurunath_vasudev_talavanekar_45_fps.json,99.0,0.0,0.0,99.0,48.0,0.0,0.0,48.0,99.0,0.0,0.0,99.0,48.0,0.0,0.0,48.0
2026,Mar,GOA,north_goa,158500300036,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300036_158500300036___mulvir_store_48_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300036,MULVIR STORE-48 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300036_mulvir_store_48_fps.json,66.0,0.0,0.0,66.0,43.0,0.0,0.0,43.0,66.0,0.0,0.0,66.0,43.0,0.0,0.0,43.0
2026,Mar,GOA,north_goa,158500300037,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300037_158500300037___pedne_taluka_farmers_service_co_op_society_ltd_25_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300037,PEDNE TALUKA FARMERS SERVICE CO-OP SOCIETY LTD-25 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300037_pedne_taluka_farmers_service_co_op_society_ltd_25_fps.json,277.0,1.0,14.0,292.0,12.0,0.0,1.0,13.0,277.0,1.0,14.0,292.0,12.0,0.0,1.0,13.0
2026,Mar,GOA,north_goa,158500300038,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300038_158500300038___mr_uttam_k_kotkar_2_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300038,MR.UTTAM K KOTKAR-2 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300038_mr_uttam_k_kotkar_2_fps.json,222.0,5.0,0.0,227.0,184.0,2.0,0.0,186.0,222.0,5.0,0.0,227.0,184.0,2.0,0.0,186.0
2026,Mar,GOA,north_goa,158500300132,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300132_158500300132___ulhas_r_naik_17_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300132,ULHAS R NAIK-17 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300132_ulhas_r_naik_17_fps.json,182.0,0.0,0.0,182.0,66.0,1.0,0.0,67.0,182.0,0.0,0.0,182.0,66.0,1.0,0.0,67.0
2026,Mar,GOA,north_goa,158500300133,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300133_158500300133___pedne_taluka_farmers_service_co_op_society_24_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300133,PEDNE TALUKA FARMERS SERVICE CO.OP.SOCIETY-24 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300133_pedne_taluka_farmers_service_co_op_society_24_fps.json,144.0,0.0,1.0,145.0,155.0,1.0,0.0,156.0,144.0,0.0,1.0,145.0,155.0,1.0,0.0,156.0
2026,Mar,GOA,north_goa,158500300134,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300134_158500300134___pernem_taluka_farmer_co_op_sty_26_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300134,PERNEM TALUKA FARMER CO.OP.STY-26 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300134_pernem_taluka_farmer_co_op_sty_26_fps.json,538.0,22.0,7.0,567.0,81.0,2.0,2.0,85.0,538.0,22.0,7.0,567.0,81.0,2.0,2.0,85.0
2026,Mar,GOA,north_goa,158500300135,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300135_158500300135___pernem_taluka_farmer_co_op_sty_ltd__27_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300135,PERNEM TALUKA FARMER CO.OP.STY.LTD.-27 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300135_pernem_taluka_farmer_co_op_sty_ltd__27_fps.json,221.0,3.0,0.0,224.0,155.0,0.0,0.0,155.0,221.0,3.0,0.0,224.0,155.0,0.0,0.0,155.0
2026,Mar,GOA,north_goa,158500300136,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300136_158500300136___pernem_taluka_farmer_co_op_sty_ltd__28_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300136,PERNEM TALUKA FARMER CO.OP.STY.LTD.-28 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300136_pernem_taluka_farmer_co_op_sty_ltd__28_fps.json,217.0,2.0,0.0,219.0,129.0,0.0,0.0,129.0,217.0,2.0,0.0,219.0,129.0,0.0,0.0,129.0
2026,Mar,GOA,north_goa,158500300137,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300137_158500300137___pernem_taluka_farmer_co_op_sty_ltd__29_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300137,PERNEM TALUKA FARMER CO.OP.STY.LTD.-29 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300137_pernem_taluka_farmer_co_op_sty_ltd__29_fps.json,275.0,6.0,0.0,281.0,110.0,0.0,0.0,110.0,275.0,6.0,0.0,281.0,110.0,0.0,0.0,110.0
2026,Mar,GOA,north_goa,158500300138,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300138_158500300138___pernem_taluka_farmer_co_op_sty_ltd__31_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300138,PERNEM TALUKA FARMER CO.OP.STY.LTD.-31 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300138_pernem_taluka_farmer_co_op_sty_ltd__31_fps.json,109.0,1.0,0.0,110.0,121.0,0.0,0.0,121.0,109.0,1.0,0.0,110.0,121.0,0.0,0.0,121.0
2026,Mar,GOA,north_goa,158500300141,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300141_158500300141___pernem_taluka_farmer_co_op_sty_ltd__41_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300141,PERNEM TALUKA FARMER CO.OP.STY.LTD.-41 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300141_pernem_taluka_farmer_co_op_sty_ltd__41_fps.json,128.0,1.0,0.0,129.0,74.0,0.0,0.0,74.0,128.0,1.0,0.0,129.0,74.0,0.0,0.0,74.0
2026,Mar,GOA,north_goa,158500300143,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300143_158500300143___j_r_deshprabhu_1_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300143,J.R DESHPRABHU-1 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300143_j_r_deshprabhu_1_fps.json,63.0,3.0,0.0,66.0,50.0,0.0,0.0,50.0,63.0,3.0,0.0,66.0,50.0,0.0,0.0,50.0
2026,Mar,GOA,north_goa,158500300144,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300144_158500300144___g_j_shirgaonkar_39_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300144,G.J SHIRGAONKAR-39 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300144_g_j_shirgaonkar_39_fps.json,134.0,3.0,0.0,137.0,95.0,2.0,0.0,97.0,134.0,3.0,0.0,137.0,95.0,2.0,0.0,97.0
2026,Mar,GOA,north_goa,158500300146,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300146_158500300146___pedne_taluka_farmers_service_co_op_sty_18_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300146,PEDNE TALUKA FARMERS SERVICE CO-OP STY-18 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300146_pedne_taluka_farmers_service_co_op_sty_18_fps.json,152.0,2.0,1.0,155.0,157.0,0.0,0.0,157.0,152.0,2.0,1.0,155.0,157.0,0.0,0.0,157.0
2026,Mar,GOA,north_goa,158500300147,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300147_158500300147___mr__shaila_gawas_11_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300147,MR. SHAILA GAWAS-11 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300147_mr__shaila_gawas_11_fps.json,284.0,0.0,0.0,284.0,89.0,0.0,0.0,89.0,284.0,0.0,0.0,284.0,89.0,0.0,0.0,89.0
2026,Mar,GOA,north_goa,158500300148,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300148_158500300148___ashish_laxman_kalangutkar_9_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300148,ASHISH LAXMAN KALANGUTKAR-9 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300148_ashish_laxman_kalangutkar_9_fps.json,205.0,2.0,0.0,207.0,53.0,0.0,0.0,53.0,205.0,2.0,0.0,207.0,53.0,0.0,0.0,53.0
2026,Mar,GOA,north_goa,158500300149,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300149_158500300149___radhika_r__kanolkar_46_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300149,RADHIKA R. KANOLKAR-46 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300149_radhika_r__kanolkar_46_fps.json,61.0,0.0,0.0,61.0,45.0,0.0,0.0,45.0,61.0,0.0,0.0,61.0,45.0,0.0,0.0,45.0
2026,Mar,GOA,north_goa,158500300150,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300150_158500300150___pernem_taluka_farmer_co_op_sty_ltd_aroba_35_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300150,PERNEM TALUKA FARMER CO.OP.STY.LTD AROBA-35 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300150_pernem_taluka_farmer_co_op_sty_ltd_aroba_35_fps.json,64.0,3.0,0.0,67.0,95.0,2.0,0.0,97.0,64.0,3.0,0.0,67.0,95.0,2.0,0.0,97.0
2026,Mar,GOA,north_goa,158500300157,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300157_158500300157___shruti_sadguru_thakur.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500300157,SHRUTI SADGURU THAKUR,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500300157_shruti_sadguru_thakur.json,170.0,8.0,1.0,179.0,87.0,2.0,0.0,89.0,170.0,8.0,1.0,179.0,87.0,2.0,0.0,89.0
2026,Mar,GOA,north_goa,158500500002,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500002_158500500002___malini_k_gawas_26_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500002,MALINI K GAWAS-26 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500002_malini_k_gawas_26_fps.json,101.0,0.0,0.0,101.0,37.0,0.0,0.0,37.0,101.0,0.0,0.0,101.0,37.0,0.0,0.0,37.0
2026,Mar,GOA,north_goa,158500500003,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500003_158500500003___deepa_d_kalangutkar_24_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500003,DEEPA D KALANGUTKAR-24 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500003_deepa_d_kalangutkar_24_fps.json,111.0,0.0,0.0,111.0,49.0,0.0,0.0,49.0,111.0,0.0,0.0,111.0,49.0,0.0,0.0,49.0
2026,Mar,GOA,north_goa,158500500004,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500004_158500500004___chandrakant_jaidev_pangam_20_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500004,CHANDRAKANT JAIDEV PANGAM-20 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500004_chandrakant_jaidev_pangam_20_fps.json,241.0,4.0,0.0,245.0,18.0,0.0,0.0,18.0,241.0,4.0,0.0,245.0,18.0,0.0,0.0,18.0
2026,Mar,GOA,north_goa,158500500005,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500005_158500500005___kashinath_sawant_19_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500005,KASHINATH SAWANT-19 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500005_kashinath_sawant_19_fps.json,74.0,0.0,0.0,74.0,43.0,0.0,0.0,43.0,74.0,0.0,0.0,74.0,43.0,0.0,0.0,43.0
2026,Mar,GOA,north_goa,158500500006,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500006_158500500006___babaji_damodar_majik_18_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500006,BABAJI DAMODAR MAJIK-18 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500006_babaji_damodar_majik_18_fps.json,92.0,0.0,0.0,92.0,31.0,0.0,0.0,31.0,92.0,0.0,0.0,92.0,31.0,0.0,0.0,31.0
2026,Mar,GOA,north_goa,158500500007,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500007_158500500007___kashinath_y_sawant_17_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500007,KASHINATH Y SAWANT-17 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500007_kashinath_y_sawant_17_fps.json,238.0,0.0,0.0,238.0,79.0,0.0,0.0,79.0,238.0,0.0,0.0,238.0,79.0,0.0,0.0,79.0
2026,Mar,GOA,north_goa,158500500008,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500008_158500500008___sarita_j_desai_16_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500008,SARITA J DESAI-16 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500008_sarita_j_desai_16_fps.json,354.0,0.0,0.0,354.0,71.0,0.0,0.0,71.0,354.0,0.0,0.0,354.0,71.0,0.0,0.0,71.0
2026,Mar,GOA,north_goa,158500500009,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500009_158500500009___smt__anita_anandrao_rane_25_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500009,SMT. ANITA ANANDRAO RANE-25 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500009_smt__anita_anandrao_rane_25_fps.json,127.0,0.0,0.0,127.0,1.0,0.0,0.0,1.0,127.0,0.0,0.0,127.0,1.0,0.0,0.0,1.0
2026,Mar,GOA,north_goa,158500500010,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500010_158500500010___gawane_g_v_k_s_sty_14_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500010,GAWANE G V K S STY-14 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500010_gawane_g_v_k_s_sty_14_fps.json,156.0,0.0,0.0,156.0,18.0,0.0,0.0,18.0,156.0,0.0,0.0,156.0,18.0,0.0,0.0,18.0
2026,Mar,GOA,north_goa,158500500011,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500011_158500500011___shamsunder_k_shirodkar_23_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500500011,SHAMSUNDER K SHIRODKAR-23 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500011_shamsunder_k_shirodkar_23_fps.json,80.0,1.0,0.0,81.0,21.0,0.0,0.0,21.0,80.0,1.0,0.0,81.0,21.0,0.0,0.0,21.0
2026,Mar,GOA,north_goa,158500500012,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500500012_158500500012___sagar_m_shirodkar_11_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
